work_id,mp_name,house,state,constituency,vendor_id,work_category,recommended_date,sanction_date,sanctioned_amount,expenditure_amount,completion_percent,beneficiary_ids,tenure_end,is_anomaly,anomaly_type
W-622816,Shri Mansoor Ali Khan,Rajya Sabha,Karnataka,Sitting Rajya Sabha,V-441689,Sanitation,2026-08-13,2026-10-18,14983742.0,11044106.56,52,"B-340240,B-839108",2032.0,False,
W-413739,Shri Masthan Rao Yadav Beedha,Rajya Sabha,Andhra Pradesh,Sitting Rajya Sabha,V-550104,Water,2022-12-10,2022-12-18,26845880.34,20460683.97,90,"B-593602,B-116957,B-243457",2028.0,False,
W-851728,Shri Masthan Rao Yadav Beedha,Rajya Sabha,Andhra Pradesh,Sitting Rajya Sabha,V-562265,Other,2026-05-19,2026-06-16,44261947.98,32683671.27,92,"B-275509,B-753896,B-597803,B-600121",2028.0,False,
W-179836,Shri Masthan Rao Yadav Beedha,Rajya Sabha,Andhra Pradesh,Sitting Rajya Sabha,V-800717,Education,2022-11-03,2022-11-03,15516108.43,11087055.87,84,"B-159621,B-387582,B-735948,B-313728,B-445457",2028.0,False,
W-485206,Shri Masthan Rao Yadav Beedha,Rajya Sabha,Andhra Pradesh,Sitting Rajya Sabha,V-421876,Sanitation,2023-04-20,2023-05-12,79471484.6,57048591.22,42,B-DUP-003,2028.0,True,duplicate_beneficiary
W-747479,Shri Masthan Rao Yadav Beedha,Rajya Sabha,Andhra Pradesh,Sitting Rajya Sabha,V-825387,Health,2023-07-13,2023-07-25,4344143.53,3883714.07,80,"B-736667,B-152929",2028.0,False,
W-609652,Shri Mayankkumar Nayak,Rajya Sabha,Gujarat,Sitting Rajya Sabha,V-486953,Other,2025-03-14,2025-03-14,22011559.01,20732976.94,76,"B-404567,B-111537,B-703649,B-611841",2030.0,False,
W-497766,Shri Mayankkumar Nayak,Rajya Sabha,Gujarat,Sitting Rajya Sabha,V-442604,Education,2024-04-10,2024-05-08,5104595.09,4050793.07,58,"B-618374,B-575490,B-252078",2030.0,False,
W-377108,Shri Mayankkumar Nayak,Rajya Sabha,Gujarat,Sitting Rajya Sabha,V-887540,Health,2023-09-30,2023-10-22,41791136.28,32763427.09,50,"B-721278,B-353947,B-965406,B-530902",2030.0,False,
W-586048,Shri Mayankkumar Nayak,Rajya Sabha,Gujarat,Sitting Rajya Sabha,V-761961,Health,2025-01-05,2025-01-14,8884823.56,6750448.91,39,"B-848371,B-659273",2030.0,False,
W-608043,Shri Mayankkumar Nayak,Rajya Sabha,Gujarat,Sitting Rajya Sabha,V-992901,Other,2022-02-07,2022-03-06,56107597.78,42929088.58,50,"B-577605,B-362593,B-175755,B-654164,B-844604",2030.0,False,
W-695503,Shri Mayankkumar Nayak,Rajya Sabha,Gujarat,Sitting Rajya Sabha,V-279324,Education,2026-02-09,2026-02-18,12365288.28,9975911.28,46,"B-251277,B-992187,B-328995",2030.0,False,
W-629526,Shri Meda Raghunadha Reddy,Rajya Sabha,Andhra Pradesh,Sitting Rajya Sabha,V-402388,Sanitation,2022-09-27,2022-10-11,53290155.28,39373909.33,79,"B-947712,B-840220,B-541630,B-224112,B-400729",2030.0,False,
W-525899,Shri Meda Raghunadha Reddy,Rajya Sabha,Andhra Pradesh,Sitting Rajya Sabha,V-779808,Health,2024-07-19,2024-07-29,80701561.84,55582997.97,79,"B-27717,B-650559",2030.0,False,
W-161877,Shri Meda Raghunadha Reddy,Rajya Sabha,Andhra Pradesh,Sitting Rajya Sabha,V-166187,Water,2026-07-12,2026-08-14,12273282.88,11120403.6,82,"B-885529,B-404125",2030.0,True,sanction_delay
W-910346,Shri Milind Murli Deora,Rajya Sabha,Maharashtra,Sitting Rajya Sabha,V-821786,Water,2023-11-23,2023-12-06,24809871.48,25709804.87,73,"B-31734,B-343938,B-118540,B-97248",2030.0,True,cost_overrun
W-222356,Shri Milind Murli Deora,Rajya Sabha,Maharashtra,Sitting Rajya Sabha,V-248885,Water,2024-07-12,2024-07-13,52099369.25,39841805.11,44,"B-815433,B-154621,B-632565,B-564862",2030.0,False,
W-396792,Shri Milind Murli Deora,Rajya Sabha,Maharashtra,Sitting Rajya Sabha,V-170775,Water,2021-12-25,2022-01-01,9087079.54,8798730.59,73,"B-619222,B-661136,B-707305",2030.0,False,
W-411386,Shri Milind Murli Deora,Rajya Sabha,Maharashtra,Sitting Rajya Sabha,V-14710,Sanitation,2023-01-01,2023-01-01,12550526.41,10396690.84,64,"B-295191,B-132341,B-309673,B-429074",2030.0,False,
W-326577,Shri Milind Murli Deora,Rajya Sabha,Maharashtra,Sitting Rajya Sabha,V-32201,Sanitation,2025-11-30,2025-12-15,18263734.83,17465543.45,63,"B-39940,B-764795,B-473793,B-682814,B-518387",2030.0,False,
W-914128,Shri Milind Murli Deora,Rajya Sabha,Maharashtra,Sitting Rajya Sabha,V-47700,Health,2023-01-26,2023-01-30,29454418.49,19922464.86,47,"B-113113,B-125779,B-372244",2030.0,False,
W-332683,Shri Mithlesh Kumar,Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,V-603309,Health,2023-09-30,2023-11-12,19868392.35,14439204.35,73,"B-386585,B-660681",2028.0,False,
W-925530,Shri Mithlesh Kumar,Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,V-206583,Water,2023-12-25,2024-01-03,26816737.89,20537990.91,91,"B-906255,B-934935,B-680538,B-300745,B-302758",2028.0,False,
W-597188,Shri Mithlesh Kumar,Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,V-509532,Other,2025-04-15,2025-04-23,148398507.08,118849735.38,64,"B-992206,B-57195,B-892777",2028.0,False,
W-884485,Shri Mohammed Nadimul Haque,Rajya Sabha,West Bengal,Sitting Rajya Sabha,V-469915,Education,2023-08-31,2023-09-24,5787649.05,5276943.14,44,"B-993191,B-985738",2030.0,False,
W-860418,Shri Mohammed Nadimul Haque,Rajya Sabha,West Bengal,Sitting Rajya Sabha,V-416081,Road,2024-02-25,2024-03-28,6881244.24,4540758.08,54,"B-827771,B-811794,B-433248,B-817658",2030.0,False,
W-138331,Shri Mohammed Nadimul Haque,Rajya Sabha,West Bengal,Sitting Rajya Sabha,V-50982,Education,2022-02-03,2022-02-16,10309924.45,8972262.69,48,"B-183000,B-661171",2030.0,False,
W-319277,Shri Mohammed Nadimul Haque,Rajya Sabha,West Bengal,Sitting Rajya Sabha,V-885972,Sanitation,2021-10-31,2021-12-02,41838167.47,40137226.4,59,"B-906277,B-797043,B-936615,B-685246",2030.0,False,
W-552726,Shri Mohammed Nadimul Haque,Rajya Sabha,West Bengal,Sitting Rajya Sabha,V-758467,Education,2023-06-17,2023-07-04,7986739.18,6864496.12,36,"B-431144,B-789507,B-766589,B-633952",2030.0,False,
W-167365,Shri Mohammed Nadimul Haque,Rajya Sabha,West Bengal,Sitting Rajya Sabha,V-286400,Education,2022-01-02,2022-01-21,47783862.64,40350274.26,87,"B-234852,B-192987,B-696320,B-913350,B-401554",2030.0,False,
W-598149,Shri Mohammed Nadimul Haque,Rajya Sabha,West Bengal,Sitting Rajya Sabha,V-220021,Other,2022-01-31,2022-02-21,13905288.86,9937071.74,86,"B-741397,B-179108,B-30011,B-832143,B-642609",2030.0,False,
W-278403,Shri Mohammed Nadimul Haque,Rajya Sabha,West Bengal,Sitting Rajya Sabha,V-770965,Road,2024-02-23,2024-03-23,11772124.11,8293500.98,65,"B-977139,B-387894,B-116122,B-323591,B-876256",2030.0,False,
W-376748,Shri Mukul Wasnik,Rajya Sabha,Rajasthan,Sitting Rajya Sabha,V-469648,Water,2023-03-18,2023-04-01,38928191.25,29721940.39,61,"B-121163,B-693584",2028.0,False,
W-475308,Shri Mukul Wasnik,Rajya Sabha,Rajasthan,Sitting Rajya Sabha,V-820769,Road,2025-09-19,2025-10-07,128526120.86,110469833.57,91,"B-390719,B-164409,B-289369,B-546193",2028.0,False,
W-650281,Shri Mukul Wasnik,Rajya Sabha,Rajasthan,Sitting Rajya Sabha,V-77451,Other,2023-08-20,2023-09-17,27629325.21,26440191.08,90,"B-571538,B-785523,B-41448,B-513527,B-266406",2028.0,False,
W-846177,Shri Nagendra Ray,Rajya Sabha,West Bengal,Sitting Rajya Sabha,V-715048,Education,2026-02-01,2026-02-27,13815308.34,12853897.49,51,"B-362706,B-352783,B-927113,B-514030",2029.0,False,
W-695425,Shri Nagendra Ray,Rajya Sabha,West Bengal,Sitting Rajya Sabha,V-194934,Water,2023-06-28,2023-07-20,20291305.62,14790773.21,80,"B-536854,B-756010,B-542636,B-194159,B-882515",2029.0,False,
W-106314,Shri Nagendra Ray,Rajya Sabha,West Bengal,Sitting Rajya Sabha,V-774505,Road,2022-06-10,2022-06-29,25607238.37,22725645.95,48,"B-344216,B-656952",2029.0,False,
W-315120,Shri Nagendra Ray,Rajya Sabha,West Bengal,Sitting Rajya Sabha,V-826100,Health,2024-01-12,2024-02-03,8987081.24,6935810.76,67,"B-880159,B-16083,B-993731",2029.0,False,
W-682108,Shri Nagendra Ray,Rajya Sabha,West Bengal,Sitting Rajya Sabha,V-974550,Education,2026-04-07,2026-05-11,12937058.2,11808792.64,63,"B-50345,B-758361,B-105646",2029.0,False,
W-308151,Shri Nagendra Ray,Rajya Sabha,West Bengal,Sitting Rajya Sabha,V-836753,Road,2022-01-09,2022-02-08,69821572.11,50429803.49,86,"B-922343,B-401387,B-288070,B-724407",2029.0,False,
W-642775,Shri Nagendra Ray,Rajya Sabha,West Bengal,Sitting Rajya Sabha,V-421299,Road,2023-02-23,2023-02-28,19182936.12,14299966.25,66,"B-580722,B-576322,B-601853,B-422502,B-292712",2029.0,False,
W-224915,Shri Narain Dass Gupta,Rajya Sabha,Delhi,Sitting Rajya Sabha,V-958554,Road,2023-06-05,2023-06-10,32633741.71,28887368.26,83,"B-606690,B-59023",2030.0,False,
W-710032,Shri Narain Dass Gupta,Rajya Sabha,Delhi,Sitting Rajya Sabha,V-865502,Road,2024-07-28,2024-09-17,64782856.17,56318096.86,80,"B-839080,B-963439,B-667671,B-471149,B-608749",2030.0,True,sanction_delay
W-423175,Shri Narain Dass Gupta,Rajya Sabha,Delhi,Sitting Rajya Sabha,V-534621,Sanitation,2022-07-29,2022-08-07,35394360.4,27693316.84,54,"B-715184,B-700792,B-269872,B-109797",2030.0,False,
W-747470,Shri Narain Dass Gupta,Rajya Sabha,Delhi,Sitting Rajya Sabha,V-556089,Other,2023-12-14,2023-12-28,27221926.37,22262272.21,69,"B-434101,B-769609",2030.0,False,
W-690266,Shri Narayanasa K. Bhandage,Rajya Sabha,Karnataka,Sitting Rajya Sabha,V-912305,Water,2025-03-02,2024-05-27,3680380.14,3565465.96,73,"B-481618,B-441086,B-118095,B-986756,B-853534",2030.0,True,delayed_completion
W-369805,Shri Narayanasa K. Bhandage,Rajya Sabha,Karnataka,Sitting Rajya Sabha,V-945421,Road,2022-10-19,2022-10-21,18921621.07,17721170.44,39,"B-859532,B-541585,B-915127",2030.0,False,
W-283378,Shri Narayanasa K. Bhandage,Rajya Sabha,Karnataka,Sitting Rajya Sabha,V-470282,Sanitation,2023-02-11,2023-02-13,3408545.45,2559876.38,84,"B-73327,B-256718,B-627862,B-844066,B-517854",2030.0,False,
W-997720,Shri Narayanasa K. Bhandage,Rajya Sabha,Karnataka,Sitting Rajya Sabha,V-418104,Sanitation,2022-07-14,2022-08-06,22778076.94,16598946.56,91,"B-150503,B-264450,B-82541,B-733027",2030.0,False,
W-459676,Shri Narayanasa K. Bhandage,Rajya Sabha,Karnataka,Sitting Rajya Sabha,V-256441,Water,2022-03-01,2022-03-25,37432331.54,33507336.34,94,"B-609314,B-593205,B-580931,B-650950",2030.0,False,
W-385652,Shri Narayanasa K. Bhandage,Rajya Sabha,Karnataka,Sitting Rajya Sabha,V-550343,Road,2022-08-18,2022-09-15,16327755.55,14068802.93,83,"B-493699,B-246554",2030.0,False,
W-722048,Shri Narayanasa K. Bhandage,Rajya Sabha,Karnataka,Sitting Rajya Sabha,V-780984,Sanitation,2025-11-26,2025-12-24,14646169.66,11084857.94,47,"B-927818,B-309664,B-353678,B-881661",2030.0,False,
W-759656,Shri Narayanasa K. Bhandage,Rajya Sabha,Karnataka,Sitting Rajya Sabha,V-395626,Road,2023-04-03,2023-04-26,29517869.65,22458704.54,65,"B-16648,B-270201",2030.0,False,
W-121867,Shri Naresh Bansal,Rajya Sabha,Uttarakhand,Sitting Rajya Sabha,V-921235,Sanitation,2026-01-14,2026-01-25,39958529.85,32400935.62,84,"B-506756,B-999207,B-28332,B-970365,B-35796",2026.0,False,
W-901794,Shri Naresh Bansal,Rajya Sabha,Uttarakhand,Sitting Rajya Sabha,V-892850,Sanitation,2022-03-26,2022-04-05,22148442.82,17437543.65,72,"B-774552,B-955119,B-640917,B-864150,B-275555",2026.0,False,
W-385585,Shri Naresh Bansal,Rajya Sabha,Uttarakhand,Sitting Rajya Sabha,V-753616,Sanitation,2026-07-28,2026-07-28,10436128.37,8542332.93,70,"B-345135,B-182054,B-837418",2026.0,False,
W-277083,Shri Naresh Bansal,Rajya Sabha,Uttarakhand,Sitting Rajya Sabha,V-802573,Health,2025-12-22,2026-01-24,13425762.07,12759658.45,40,"B-973229,B-231589,B-972739",2026.0,False,
W-928174,Shri Naresh Bansal,Rajya Sabha,Uttarakhand,Sitting Rajya Sabha,V-328743,Education,2023-04-27,2023-05-05,63858256.31,57772104.58,48,"B-688757,B-681970",2026.0,False,
W-725291,Shri Naresh Bansal,Rajya Sabha,Uttarakhand,Sitting Rajya Sabha,V-150012,Water,2021-10-07,2021-11-10,49062461.65,38698631.81,95,"B-365784,B-943913,B-718449,B-DUP-016",2026.0,True,duplicate_beneficiary
W-988788,Shri Naresh Bansal,Rajya Sabha,Uttarakhand,Sitting Rajya Sabha,V-176326,Water,2024-03-04,2024-03-09,22043387.72,14632298.9,38,"B-605359,B-895550,B-144661,B-310773",2026.0,False,
W-383055,Shri Naveen Jain,Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,V-899946,Water,2024-04-24,2024-04-26,94524932.42,67122939.43,44,"B-992168,B-198706,B-827146",2030.0,False,
W-773965,Shri Naveen Jain,Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,V-646082,Sanitation,2024-04-09,2024-04-14,43132668.87,33233241.81,59,"B-878557,B-784848,B-324011,B-377453,B-331940",2030.0,False,
W-289077,Shri Naveen Jain,Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,V-533745,Education,2025-08-05,2025-08-14,8607398.71,6073137.58,83,"B-962223,B-282447,B-232435,B-449942",2030.0,False,
W-826872,Shri Neeraj Dangi,Rajya Sabha,Rajasthan,Sitting Rajya Sabha,V-537476,Education,2023-01-24,2023-02-17,6273118.07,5221912.31,89,B-DUP-003,2032.0,True,duplicate_beneficiary
W-129920,Shri Neeraj Dangi,Rajya Sabha,Rajasthan,Sitting Rajya Sabha,V-925970,Water,2023-07-20,2023-02-28,20031652.72,16897268.42,30,"B-277357,B-791836,B-555241,B-227190,B-743871",2032.0,True,delayed_completion
W-399103,Shri Neeraj Dangi,Rajya Sabha,Rajasthan,Sitting Rajya Sabha,V-263266,Health,2022-07-17,2022-07-27,2694607.79,1917783.42,84,"B-133270,B-312291,B-375028,B-384307",2032.0,False,
W-895997,Shri Neeraj Dangi,Rajya Sabha,Rajasthan,Sitting Rajya Sabha,V-996607,Sanitation,2025-03-29,2025-04-05,19755621.42,16670058.37,35,"B-969234,B-874072,B-399230,B-324162",2032.0,False,
W-915566,Shri Neeraj Shekhar,Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,V-209616,Sanitation,2024-09-29,2024-10-26,102369083.9,93432487.3,65,"B-345537,B-474000,B-934386,B-566249,B-839038",2026.0,False,
W-697229,Shri Neeraj Shekhar,Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,V-878113,Road,2026-04-28,2025-03-24,11581512.94,11324585.02,45,"B-712680,B-460890",2026.0,True,delayed_completion
W-611712,Shri Neeraj Shekhar,Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,V-931073,Sanitation,2024-09-01,2024-11-08,8824937.18,7786906.29,70,"B-819199,B-279758,B-830143",2026.0,False,
W-805752,Shri Neeraj Shekhar,Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,V-553405,Road,2024-08-04,2024-08-28,63019724.15,49108846.8,81,"B-402905,B-188822,B-715490",2026.0,False,
W-276630,Shri Neeraj Shekhar,Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,V-933641,Sanitation,2026-04-03,2026-05-04,49505985.63,34499451.13,37,"B-476803,B-617458",2026.0,False,
W-476614,Shri Nitin Laxmanrao Jadhav Patil,Rajya Sabha,Maharashtra,Sitting Rajya Sabha,V-719003,Sanitation,2022-02-19,2022-02-27,83727523.77,64283910.52,39,"B-630393,B-486136",2028.0,False,
W-135805,Shri Nitin Laxmanrao Jadhav Patil,Rajya Sabha,Maharashtra,Sitting Rajya Sabha,V-880606,Health,2025-07-01,2025-07-05,25911125.05,17689359.57,70,"B-875737,B-700242,B-944228",2028.0,False,
W-762399,Shri Nitin Laxmanrao Jadhav Patil,Rajya Sabha,Maharashtra,Sitting Rajya Sabha,V-688923,Health,2025-04-20,2025-04-22,12248851.18,9423364.32,75,"B-343492,B-113096",2028.0,False,
W-815608,Shri Nitin Nabin,Rajya Sabha,Bihar,Sitting Rajya Sabha,V-762380,Health,2025-12-10,2026-01-07,6119661.3,5271634.71,95,"B-781459,B-847189,B-671308,B-698697,B-219581",2032.0,False,
W-188670,Shri Nitin Nabin,Rajya Sabha,Bihar,Sitting Rajya Sabha,V-169865,Other,2024-07-04,2024-07-27,9767655.55,6404478.22,40,"B-148854,B-423258,B-189315,B-596973",2032.0,False,
W-757998,Shri Nitin Nabin,Rajya Sabha,Bihar,Sitting Rajya Sabha,V-546545,Sanitation,2023-09-12,2023-10-13,8981989.92,6526852.72,90,"B-526472,B-335674",2032.0,False,
W-489184,Shri Nitin Nabin,Rajya Sabha,Bihar,Sitting Rajya Sabha,V-795803,Road,2025-11-05,2025-11-30,6004662.06,4898770.4,43,"B-955139,B-558299",2032.0,False,
W-804826,Shri Nitin Nabin,Rajya Sabha,Bihar,Sitting Rajya Sabha,V-423240,Other,2021-10-26,2021-11-04,12813521.04,9710432.9,48,"B-301987,B-452783,B-93960,B-50421,B-DUP-012",2032.0,True,duplicate_beneficiary
W-552453,Shri Nitin Nabin,Rajya Sabha,Bihar,Sitting Rajya Sabha,V-372478,Sanitation,2026-02-27,2026-03-15,5067510.13,4108599.42,71,"B-548453,B-51739,B-109426,B-487165,B-929151",2032.0,False,
W-574332,Shri P. Chidambaram,Rajya Sabha,Tamil Nadu,Sitting Rajya Sabha,V-81875,Water,2025-06-12,2025-06-29,25070960.52,16633193.74,62,"B-430456,B-160298,B-815655,B-761636,B-952543",2028.0,False,
W-487026,Shri P. Chidambaram,Rajya Sabha,Tamil Nadu,Sitting Rajya Sabha,V-100973,Health,2025-07-30,2025-08-17,22043785.22,20814590.42,71,"B-993371,B-398578,B-909945",2028.0,False,
W-724766,Shri P. Chidambaram,Rajya Sabha,Tamil Nadu,Sitting Rajya Sabha,V-554594,Health,2021-12-18,2022-01-05,37987611.9,26949125.19,44,"B-471051,B-204753,B-990209",2028.0,False,
W-675465,Shri P. Chidambaram,Rajya Sabha,Tamil Nadu,Sitting Rajya Sabha,V-648967,Road,2022-09-30,2022-12-10,40111905.81,36574775.98,62,"B-160385,B-410461,B-543212",2028.0,False,
W-442625,Shri P. Chidambaram,Rajya Sabha,Tamil Nadu,Sitting Rajya Sabha,V-996832,Sanitation,2026-06-22,2026-07-18,20070486.49,13679229.37,86,"B-982049,B-451645,B-774674",2028.0,False,
W-108023,Shri P. Chidambaram,Rajya Sabha,Tamil Nadu,Sitting Rajya Sabha,V-301649,Sanitation,2026-07-08,2026-07-30,63645439.79,46091465.1,77,"B-842716,B-462761,B-144458",2028.0,False,
W-312411,Shri P. Chidambaram,Rajya Sabha,Tamil Nadu,Sitting Rajya Sabha,V-49372,Education,2022-03-08,2022-03-13,26200491.56,24788835.91,75,"B-774492,B-821181",2028.0,False,
W-580370,Shri P. P. Suneer,Rajya Sabha,Kerala,Sitting Rajya Sabha,V-738747,Water,2023-02-21,2023-03-04,33534537.58,22473421.41,77,"B-725406,B-716715,B-505786,B-296340,B-298716",2030.0,False,
W-332608,Shri P. P. Suneer,Rajya Sabha,Kerala,Sitting Rajya Sabha,V-876853,Health,2023-07-01,2023-07-02,13488873.47,14074182.79,51,"B-733697,B-492845,B-532129,B-736570,B-9592",2030.0,False,
W-161152,Shri P. P. Suneer,Rajya Sabha,Kerala,Sitting Rajya Sabha,V-340190,Other,2023-07-01,2023-07-16,74864088.95,71189969.4,46,"B-690658,B-578235,B-294217",2030.0,False,
W-984623,Shri P. Wilson,Rajya Sabha,Tamil Nadu,Sitting Rajya Sabha,V-494838,Education,2025-11-11,2025-11-15,4426550.13,2902791.6,67,"B-505897,B-822928,B-480891",2031.0,False,
W-584450,Shri P. Wilson,Rajya Sabha,Tamil Nadu,Sitting Rajya Sabha,V-719397,Sanitation,2023-08-05,2023-08-05,6440692.98,5093650.25,53,"B-785468,B-747674",2031.0,False,
W-410432,Shri P. Wilson,Rajya Sabha,Tamil Nadu,Sitting Rajya Sabha,V-622810,Health,2025-06-05,2025-06-19,13318187.84,12540696.99,47,"B-521890,B-681376,B-33607,B-935421,B-265744",2031.0,False,
W-714649,Shri P. Wilson,Rajya Sabha,Tamil Nadu,Sitting Rajya Sabha,V-690468,Sanitation,2023-02-15,2023-02-15,4891173.02,5118931.42,71,"B-688223,B-213371,B-885834,B-12868,B-596465",2031.0,False,
W-615883,Shri P. Wilson,Rajya Sabha,Tamil Nadu,Sitting Rajya Sabha,V-983862,Education,2024-08-22,2024-08-30,39553336.06,32821252.23,49,"B-448683,B-443798,B-615203,B-680265",2031.0,False,
W-801486,Shri P. Wilson,Rajya Sabha,Tamil Nadu,Sitting Rajya Sabha,V-191556,Health,2024-03-13,2024-03-20,20172103.96,14079649.37,60,"B-353436,B-524562,B-326290,B-210052,B-911147",2031.0,False,
W-898014,Shri Pabitra Margherita,Rajya Sabha,Assam,Sitting Rajya Sabha,V-950042,Road,2022-09-21,2022-10-25,36003723.98,33568792.23,39,"B-590098,B-826133,B-536359",2028.0,False,
W-871367,Shri Pabitra Margherita,Rajya Sabha,Assam,Sitting Rajya Sabha,V-679702,Health,2021-12-11,2022-01-12,66898001.09,57348952.3,52,"B-400428,B-310908,B-859564,B-346990,B-720311",2028.0,False,
W-446519,Shri Pabitra Margherita,Rajya Sabha,Assam,Sitting Rajya Sabha,V-388477,Water,2024-02-09,2024-02-18,16874935.95,16520208.38,87,"B-389591,B-681604",2028.0,False,
W-202055,Shri Pabitra Margherita,Rajya Sabha,Assam,Sitting Rajya Sabha,V-198282,Sanitation,2024-11-23,2024-12-05,99684476.3,95563215.66,92,"B-818743,B-622168,B-338615",2028.0,False,
W-209998,Shri Paka Venkata Satyanarayana,Rajya Sabha,Andhra Pradesh,Sitting Rajya Sabha,V-469806,Water,2023-12-17,2023-12-25,15000003.12,14728718.04,35,"B-344345,B-61078,B-614544,B-804798,B-774490",2028.0,False,
W-920703,Shri Paka Venkata Satyanarayana,Rajya Sabha,Andhra Pradesh,Sitting Rajya Sabha,V-118612,Health,2023-12-09,2023-12-25,45206572.15,40677015.7,81,"B-96357,B-524379,B-966552",2028.0,False,
W-826952,Shri Paka Venkata Satyanarayana,Rajya Sabha,Andhra Pradesh,Sitting Rajya Sabha,V-386801,Other,2022-01-16,2022-01-17,37303424.73,31282653.66,40,"B-413297,B-604174,B-290887,B-659127",2028.0,False,
W-946111,Shri Parth Ajit Pawar,Rajya Sabha,Maharashtra,Sitting Rajya Sabha,V-471588,Health,2025-02-18,2025-03-18,513100.04,422591.92,39,"B-551447,B-125346",2032.0,False,
W-685488,Shri Parth Ajit Pawar,Rajya Sabha,Maharashtra,Sitting Rajya Sabha,V-639618,Health,2025-11-18,2025-12-13,1309358.39,880863.06,35,"B-352654,B-974965,B-596713,B-132069",2032.0,False,
W-492499,Shri Parth Ajit Pawar,Rajya Sabha,Maharashtra,Sitting Rajya Sabha,V-780014,Education,2026-03-30,2026-03-31,5073614.91,4182577.36,35,"B-57788,B-551830,B-52940,B-577242",2032.0,False,
W-796051,Shri Parth Ajit Pawar,Rajya Sabha,Maharashtra,Sitting Rajya Sabha,V-290424,Other,2021-10-22,2021-11-05,13410650.19,10561933.66,39,"B-264508,B-802612,B-DUP-013",2032.0,True,duplicate_beneficiary
W-663082,Shri Parth Ajit Pawar,Rajya Sabha,Maharashtra,Sitting Rajya Sabha,V-196369,Road,2025-12-16,2025-12-26,13767137.64,10967044.03,64,"B-581480,B-740210,B-65547,B-769461,B-860855",2032.0,False,
W-698327,Shri Parth Ajit Pawar,Rajya Sabha,Maharashtra,Sitting Rajya Sabha,V-213654,Road,2023-07-03,2023-08-03,8746855.59,8437929.19,43,"B-613431,B-264028",2032.0,False,
W-858415,Shri Parth Ajit Pawar,Rajya Sabha,Maharashtra,Sitting Rajya Sabha,V-552178,Road,2023-07-20,2023-07-30,1713770.14,1375748.28,45,"B-822161,B-591170,B-677700,B-815550",2032.0,False,
W-283130,Shri Parth Ajit Pawar,Rajya Sabha,Maharashtra,Sitting Rajya Sabha,V-708375,Health,2025-04-05,2025-04-29,4220513.1,3838072.89,44,"B-521000,B-265660,B-83299",2032.0,False,
W-393672,Shri Pawan Khera,Rajya Sabha,Karnataka,Sitting Rajya Sabha,V-DUP-010,Health,2021-10-09,2021-10-25,2107164.68,1647997.11,41,"B-20095,B-578172,B-337163",2032.0,True,duplicate_vendor
W-280493,Shri Pawan Khera,Rajya Sabha,Karnataka,Sitting Rajya Sabha,V-305092,Road,2023-05-11,2023-06-04,11055169.5,9156646.53,79,"B-470349,B-983751,B-185097",2032.0,False,
W-427294,Shri Pawan Khera,Rajya Sabha,Karnataka,Sitting Rajya Sabha,V-841912,Road,2025-01-06,2025-01-17,4993749.89,3335070.86,68,"B-719527,B-123781",2032.0,False,
W-991725,Shri Pawan Khera,Rajya Sabha,Karnataka,Sitting Rajya Sabha,V-698793,Road,2025-07-07,2024-01-14,15742680.48,12829366.36,34,"B-82406,B-251688",2032.0,True,delayed_completion
W-194534,Shri Pawan Khera,Rajya Sabha,Karnataka,Sitting Rajya Sabha,V-448097,Education,2024-05-17,2024-05-18,5973412.58,4646289.19,72,"B-486096,B-907432,B-814362,B-959829,B-875922",2032.0,False,
W-899209,Shri Pawan Khera,Rajya Sabha,Karnataka,Sitting Rajya Sabha,V-808421,Health,2023-09-28,2023-10-24,8882822.86,7869640.08,56,"B-616894,B-777439,B-11954,B-918090",2032.0,False,
W-593741,Shri Pradip Kumar Varma,Rajya Sabha,Jharkhand,Sitting Rajya Sabha,V-891950,Sanitation,2025-05-27,2025-06-04,36541594.49,27249626.2,94,"B-289554,B-676469,B-802231,B-38049,B-329877",2030.0,False,
W-973735,Shri Pradip Kumar Varma,Rajya Sabha,Jharkhand,Sitting Rajya Sabha,V-998899,Road,2023-11-02,2023-11-15,31908239.26,29400353.92,79,"B-126928,B-950729",2030.0,False,
W-271732,Shri Pradip Kumar Varma,Rajya Sabha,Jharkhand,Sitting Rajya Sabha,V-252871,Other,2025-11-23,2025-11-30,41316748.09,29175038.68,44,"B-211579,B-360191,B-969677,B-976313",2030.0,False,
W-343126,Shri Pradip Kumar Varma,Rajya Sabha,Jharkhand,Sitting Rajya Sabha,V-873008,Road,2023-02-03,2023-02-05,20192959.18,15416864.83,74,B-DUP-001,2030.0,True,duplicate_beneficiary
